Semester;Code;Studiengang;männlich;weiblich;Insgesamt
WS 2012/13;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;5372;1925;7297
WS 2012/13;SF276;Wirtschaftsmathematik;1026;676;1702
WS 2012/13;SF181;Wirtschaftspädagogik;353;683;1036
WS 2012/13;SF042;Wirtschaftsrecht;1282;1855;3137
WS 2012/13;SF184;Wirtschaftswissenschaften;7076;6665;13741
WS 2012/13;SF185;Zahnmedizin;497;956;1453
WS 2012/13;SF269;Zoll- und Steuerverwaltung;560;786;1346
WS 2013/14;SF141;Abfallwirtschaft;10;10;20
WS 2013/14;SF002;Afrikanistik;128;199;327
WS 2013/14;SF138;Agrarbiologie;49;62;111
WS 2013/14;SF125;Agrarökonomie;166;107;273
WS 2013/14;SF003;Agrarwissenschaft/Landwirtschaft;1586;1422;3008
WS 2013/14;SF001;Ägyptologie;22;50;72
WS 2013/14;SF152;Allg. Sprachwissenschaft/Indogermanistik;224;888;1112
WS 2013/14;SF188;Allgemeine Literaturwissenschaft;122;518;640
WS 2013/14;SF272;Alte Geschichte;16;9;25
WS 2013/14;SF006;Amerikanistik/Amerikakunde;183;495;678
WS 2013/14;SF007;Angewandte Kunst;229;463;692
WS 2013/14;SF284;Angewandte Sprachwissenschaft;219;1007;1226
WS 2013/14;SF140;Angewandte Systemwissenschaften;230;59;289
WS 2013/14;SF008;Anglistik/Englisch;1805;5651;7456
WS 2013/14;SF009;Anthropologie (Humanbiologie);45;98;143
WS 2013/14;SF010;Arabisch/Arabistik;45;68;113
WS 2013/14;SF011;Arbeitslehre/Wirtschaftslehre;98;133;231
WS 2013/14;SF257;Arbeits- und Berufsberatung;8;41;49
WS 2013/14;SF258;Arbeitsverwaltung;50;126;176
WS 2013/14;SF012;Archäologie;327;443;770
WS 2013/14;SF390;Archäometrie (Ingenieurarchäologie);1;-;1
WS 2013/14;SF013;Architektur;2614;3844;6458
WS 2013/14;SF255;Archivwesen;22;35;57
WS 2013/14;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;91;215;306
WS 2013/14;SF014;Astronomie, Astrophysik;24;15;39
WS 2013/14;SF143;Augenoptik;34;103;137
WS 2013/14;SF117;Ausländerpädagogik;11;18;29
WS 2013/14;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;9;25;34
WS 2013/14;SF259;Auswärtige Angelegenheiten;11;32;43
WS 2013/14;SF016;Baltistik;2;-;2
WS 2013/14;SF265;Bankwesen;46;45;91
WS 2013/14;SF017;Bauingenieurwesen/Ingenieurbau;7112;2851;9963
WS 2013/14;SF020;Bergbau/Bergtechnik;233;47;280
WS 2013/14;SF018;Berufsbezogene Fremdsprachenausbildung;114;412;526
WS 2013/14;SF270;Berufs- und Wirtschaftspädagogik;138;105;243
WS 2013/14;SF021;Betriebswirtschaftslehre;19470;20805;40275
WS 2013/14;SF262;Bibliothekswesen;1;2;3
WS 2013/14;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);103;397;500
WS 2013/14;SF023;Bildende Kunst/Grafik;223;295;518
WS 2013/14;SF205;Bildhauerei/Plastik;32;63;95
WS 2013/14;SF025;Biochemie;583;822;1405
WS 2013/14;SF283;Biogeographie (ab 2012 ohne SF385);61;133;194
WS 2013/14;SF221;Bioinformatik;217;150;367
WS 2013/14;SF026;Biologie;2986;5514;8500
WS 2013/14;SF300;Biomedizin;89;141;230
WS 2013/14;SF282;Biotechnologie;1013;1202;2215
WS 2013/14;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;-;-
WS 2013/14;SF028;Brauwesen/Getränketechnologie;148;35;183
WS 2013/14;SF260;Bundeswehrverwaltung;27;27;54
WS 2013/14;SF031;Byzantinistik;2;-;2
WS 2013/14;SF162;Caritaswissenschaft;8;4;12
WS 2013/14;SF032;Chemie;4297;2980;7277
WS 2013/14;SF033;Chemie-Ingenieurwesen/Chemietechnik;1193;697;1890
WS 2013/14;SF160;Computerlinguistik;120;109;229
WS 2013/14;SF200;Computer- und Kommunikationstechniken;438;225;663
WS 2013/14;SF034;Dänisch;2;9;11
WS 2013/14;SF035;Darstellende Kunst/Bühnenkunst/Regie;91;183;274
WS 2013/14;SF271;Deutsch als Fremdsprache oder als Zweitsprache;111;416;527
WS 2013/14;SF161;Diakoniewissenschaft;16;39;55
WS 2013/14;SF192;Dirigieren;26;18;44
WS 2013/14;SF037;Dokumentationswissenschaft;21;45;66
WS 2013/14;SF231;Druck- und Reproduktionstechnik;209;222;431
WS 2013/14;SF159;Edelstein- und Schmuckdesign;1;26;27
WS 2013/14;SF316;Elektronische Energietechnik;532;108;640
WS 2013/14;SF048;Elektrotechnik/Elektronik;11654;1489;13143
WS 2013/14;SF211;Energietechnik (ohne Elektrotechnik);1309;369;1678
WS 2013/14;SF320;Ernährungswissenschaft;62;434;496
WS 2013/14;SF321;Erwachsenenbildung und außerschulische Jugendbild.;26;124;150
WS 2013/14;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);29;186;215
WS 2013/14;SF052;Erziehungswissenschaft (Pädagogik);1482;7627;9109
WS 2013/14;SF169;Ethik;18;49;67
WS 2013/14;SF173;Ethnologie;179;662;841
WS 2013/14;SF024;Europäische Ethnologie und Kulturwissenschaft;157;516;673
WS 2013/14;SF167;Europäische Wirtschaft;125;211;336
WS 2013/14;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;47;128;175
WS 2013/14;SF053;Evangelische Theologie, - Religionslehre;493;718;1211
WS 2013/14;SF464;Facility Management;291;211;502
WS 2013/14;SF235;Fahrzeugtechnik;1976;160;2136
WS 2013/14;SF212;Feinwerktechnik;146;11;157
WS 2013/14;SF202;Fertigungs-/Produktionstechnik;1202;176;1378
WS 2013/14;SF054;Film und Fernsehen;203;166;369
WS 2013/14;SF266;Finanzverwaltung;195;271;466
WS 2013/14;SF056;Finno-Ugristik;6;26;32
WS 2013/14;SF058;Forstwissenschaft, -wirtschaft;719;391;1110
WS 2013/14;SF059;Französisch;161;1051;1212
WS 2013/14;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2013/14;SF060;Gartenbau;204;169;373
WS 2013/14;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);6;74;80
WS 2013/14;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);20;144;164
WS 2013/14;SF050;Geografie/Erdkunde;1594;1724;3318
WS 2013/14;SF065;Geologie/Paläontologie;52;25;77
WS 2013/14;SF385;Geoökologie;61;95;156
WS 2013/14;SF066;Geophysik;151;95;246
WS 2013/14;SF039;Geowissenschaften;1246;836;2082
WS 2013/14;SF067;Germanistik/Deutsch;2592;10590;13182
WS 2013/14;SF230;Gesang;71;108;179
WS 2013/14;SF068;Geschichte;2526;2163;4689
WS 2013/14;SF275;Geschichte der Mathematik und Naturwissenschaft;4;6;10
WS 2013/14;SF195;Gesundheitspädagogik;59;453;512
WS 2013/14;SF215;Gesundheitstechnik;1108;991;2099
WS 2013/14;SF232;Gesundheitswissenschaften/-management;1307;3437;4744
WS 2013/14;SF216;Glastechnik/Keramik;36;10;46
WS 2013/14;SF069;Grafikdesign/Kommunikationsgestaltung;919;1721;2640
WS 2013/14;SF070;Griechisch;30;63;93
WS 2013/14;SF115;Grundschul-/Primärstufenpädagogik;72;550;622
WS 2013/14;SF071;Haushalts- und Ernährungswissenschaft;256;1221;1477
WS 2013/14;SF333;Haushaltswissenschaft;17;69;86
WS 2013/14;SF073;Hebräisch/Judaistik;29;47;76
WS 2013/14;SF082;Holz-/Fasertechnik;212;31;243
WS 2013/14;SF197;Holzbau;139;27;166
WS 2013/14;SF075;Holzwirtschaft;47;18;65
WS 2013/14;SF076;Hütten- und Gießereiwesen;134;40;174
WS 2013/14;SF078;Indologie;13;16;29
WS 2013/14;SF203;Industriedesign/Produktgestaltung;261;312;573
WS 2013/14;SF079;Informatik;11772;2279;14051
WS 2013/14;SF123;Ingenieurinformatik/Technische Informatik;1626;245;1871
WS 2013/14;SF242;Innenarchitektur;59;498;557
WS 2013/14;SF261;Innere Verwaltung;302;488;790
WS 2013/14;SF080;Instrumentalmusik;552;598;1150
WS 2013/14;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2407;1017;3424
WS 2013/14;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);394;414;808
WS 2013/14;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);799;1215;2014
WS 2013/14;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);847;2798;3645
WS 2013/14;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);45;176;221
WS 2013/14;SF182;Internationale Betriebswirtschaft/Management;3817;5557;9374
WS 2013/14;SF081;Iranistik;10;18;28
WS 2013/14;SF292;Islamische Studien;-;-;-
WS 2013/14;SF083;Islamwissenschaft;126;294;420
WS 2013/14;SF084;Italienisch;61;230;291
WS 2013/14;SF085;Japanologie;221;378;599
WS 2013/14;SF164;Jazz und Popularmusik;188;56;244
WS 2013/14;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2013/14;SF168;Justizvollzug;16;14;30
WS 2013/14;SF280;Kartografie;68;64;132
WS 2013/14;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;35;53;88
WS 2013/14;SF086;Katholische Theologie, - Religionslehre;278;450;728
WS 2013/14;SF180;Kaukasistik;-;-;-
WS 2013/14;SF241;Kerntechnik/Kernverfahrenstechnik;-;-;-
WS 2013/14;SF193;Kirchenmusik;39;19;58
WS 2013/14;SF005;Klassische Philologie;22;45;67
WS 2013/14;SF222;Kommunikations- und Informationstechnik;1370;250;1620
WS 2013/14;SF303;Kommunikationswissenschaft/Publizistik;796;2113;2909
WS 2013/14;SF191;Komposition;47;18;65
WS 2013/14;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);9;60;69
WS 2013/14;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2013/14;SF091;Kunsterziehung;124;463;587
WS 2013/14;SF092;Kunstgeschichte, Kunstwissenschaft;258;1392;1650
WS 2013/14;SF219;Kunststofftechnik;205;36;241
WS 2013/14;SF093;Landespflege/Landschaftsgestaltung;401;526;927
WS 2013/14;SF095;Latein;193;303;496
WS 2013/14;SF038;Lateinamerika;21;57;78
WS 2013/14;SF096;Lebensmittelchemie;120;371;491
WS 2013/14;SF097;Lebensmitteltechnologie;446;539;985
WS 2013/14;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);39;310;349
WS 2013/14;SF154;Lernbereich Gesellschaftslehre;10;10;20
WS 2013/14;SF186;Lernbereich Naturwissenschaft/Sachunterricht;35;164;199
WS 2013/14;SF090;Lernbereich Sprach- und Kulturwissenschaften;72;554;626
WS 2013/14;SF199;Lernbereich Technik;62;43;105
WS 2013/14;SF057;Luft- und Raumfahrttechnik;1015;137;1152
WS 2013/14;SF204;Malerei;41;53;94
WS 2013/14;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2013/14;SF103;Markscheidewesen;3;1;4
WS 2013/14;SF104;Maschinenbau/-wesen;18812;2284;21096
WS 2013/14;SF294;Materialwissenschaften;-;-;-
WS 2013/14;SF105;Mathematik;4720;4888;9608
WS 2013/14;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;169;139;308
WS 2013/14;SF380;Mechatronik;3453;307;3760
WS 2013/14;SF121;Medieninformatik;1755;938;2693
WS 2013/14;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2013/14;SF305;Medientechnik;782;605;1387
WS 2013/14;SF304;Medienwirtschaft/Medienmanagement;474;958;1432
WS 2013/14;SF302;Medienwissenschaft;495;1538;2033
WS 2013/14;SF107;Medizin (Allgemein-Medizin);3609;5949;9558
WS 2013/14;SF247;Medizinische Informatik;249;252;501
WS 2013/14;SF061;Meliorationswesen;-;-;-
WS 2013/14;SF108;Metalltechnik;101;18;119
WS 2013/14;SF110;Meteorologie;150;115;265
WS 2013/14;SF157;Mikroelektronik;13;9;22
WS 2013/14;SF286;Mikrosystemtechnik;578;104;682
WS 2013/14;SF220;Milch- und Molkereiwirtschaft;6;13;19
WS 2013/14;SF111;Mineralogie;7;2;9
WS 2013/14;SF273;Mittlere und neuere Geschichte;15;6;21
WS 2013/14;SF113;Musikerziehung;329;541;870
WS 2013/14;SF114;Musikwissenschaft/-geschichte;397;471;868
WS 2013/14;SF064;Naturschutz;53;75;128
WS 2013/14;SF223;Nautik/Seefahrt;172;39;211
WS 2013/14;SF287;Neue Medien;120;129;249
WS 2013/14;SF043;Neugriechisch;5;8;13
WS 2013/14;SF233;Nichtärztliche Heilberufe/Therapien;319;1454;1773
WS 2013/14;SF189;Niederdeutsch;1;-;1
WS 2013/14;SF119;Niederländisch;22;45;67
WS 2013/14;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);54;214;268
WS 2013/14;SF088;Optoelektronik;98;38;136
WS 2013/14;SF165;Orchestermusik;135;160;295
WS 2013/14;SF122;Orientalistik, Altorientalistik;104;197;301
WS 2013/14;SF044;Ost- und Südosteuropa;37;78;115
WS 2013/14;SF124;Ozeanografie;6;4;10
WS 2013/14;SF365;Pädagogik der frühen Kindheit;26;272;298
WS 2013/14;SF353;Pflanzenproduktion;31;27;58
WS 2013/14;SF234;Pflegewissenschaft/-management;389;1586;1975
WS 2013/14;SF126;Pharmazie;595;1418;2013
WS 2013/14;SF127;Philosophie;1374;1141;2515
WS 2013/14;SF128;Physik;5272;1643;6915
WS 2013/14;SF224;Physikalische Technik;660;160;820
WS 2013/14;SF129;Politikwissenschaft/Politologie;2462;2230;4692
WS 2013/14;SF263;Polizei/Verfassungsschutz;1956;1271;3227
WS 2013/14;SF206;Polnisch;3;17;20
WS 2013/14;SF131;Portugiesisch;1;19;20
WS 2013/14;SF132;Psychologie;1916;6860;8776
WS 2013/14;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2013/14;SF134;Raumplanung;343;467;810
WS 2013/14;SF256;Rechtspflege;229;357;586
WS 2013/14;SF135;Rechtswissenschaft;6842;9977;16819
WS 2013/14;SF310;Regenerative Energien;126;34;160
WS 2013/14;SF136;Religionswissenschaft;71;143;214
WS 2013/14;SF101;Restaurierungskunde;23;111;134
WS 2013/14;SF163;Rhythmik;-;3;3
WS 2013/14;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);189;792;981
WS 2013/14;SF139;Russisch;50;152;202
WS 2013/14;SF254;Sachunterricht (einschließlich Schulgarten);5;16;21
WS 2013/14;SF102;Schauspiel;41;33;74
WS 2013/14;SF142;Schiffbau/Schiffstechnik;163;32;195
WS 2013/14;SF361;Schulpädagogik;14;39;53
WS 2013/14;SF145;Sinologie/Koreanistik;159;339;498
WS 2013/14;SF146;Slawistik (Slawische Philologie);86;270;356
WS 2013/14;SF190;Sonderpädagogik;132;780;912
WS 2013/14;SF290;Sonstige Fächer;499;608;1107
WS 2013/14;SF036;Sonstige Regionalwissenschaften;42;95;137
WS 2013/14;SF207;Sorbisch;6;7;13
WS 2013/14;SF208;Soziale Arbeit;1199;4854;6053
WS 2013/14;SF147;Sozialkunde;194;199;393
WS 2013/14;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2013/14;SF245;Sozialpädagogik;214;1111;1325
WS 2013/14;SF264;Sozialversicherung;163;372;535
WS 2013/14;SF253;Sozialwesen;812;3393;4205
WS 2013/14;SF148;Sozialwissenschaft;1451;2297;3748
WS 2013/14;SF149;Soziologie;860;1904;2764
WS 2013/14;SF150;Spanisch;247;845;1092
WS 2013/14;SF166;Sportmanagement/Sportökonomie;376;184;560
WS 2013/14;SF098;Sportpädagogik/Sportpsychologie;822;732;1554
WS 2013/14;SF029;Sportwissenschaft;1230;851;2081
WS 2013/14;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);11;190;201
WS 2013/14;SF429;Stahlbau;-;-;-
WS 2013/14;SF196;Studienkolleg;-;-;-
WS 2013/14;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);2;7;9
WS 2013/14;SF106;Tanzpädagogik;22;58;80
WS 2013/14;SF144;Technische Kybernetik;78;26;104
WS 2013/14;SF118;Technomathematik;292;95;387
WS 2013/14;SF116;Textilgestaltung;75;566;641
WS 2013/14;SF225;Textil- und Bekleidungstechnik/-gewerbe;66;483;549
WS 2013/14;SF155;Theaterwissenschaft;105;446;551
WS 2013/14;SF156;Tiermedizin/Veterinärmedizin;163;854;1017
WS 2013/14;SF371;Tierproduktion;6;4;10
WS 2013/14;SF194;Tonmeister;71;6;77
WS 2013/14;SF274;Tourismuswirtschaft;376;1574;1950
WS 2013/14;SF074;Transport-/Fördertechnik;73;7;80
WS 2013/14;SF209;Tschechisch;-;2;2
WS 2013/14;SF158;Turkologie;16;50;66
WS 2013/14;SF458;Umweltschutz;242;216;458
WS 2013/14;SF457;Umwelttechnik (einschließlich Recycling);1040;569;1609
WS 2013/14;SF548;Ur- und Frühgeschichte;8;22;30
WS 2013/14;SF226;Verfahrenstechnik;1312;713;2025
WS 2013/14;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);9;74;83
WS 2013/14;SF089;Verkehrsingenieurwesen;663;246;909
WS 2013/14;SF268;Verkehrswesen;-;-;-
WS 2013/14;SF210;Verkehrswirtschaft;225;106;331
WS 2013/14;SF171;Vermessungswesen (Geodäsie);827;394;1221
WS 2013/14;SF213;Versorgungstechnik;684;130;814
WS 2013/14;SF172;Verwaltungswissenschaft/-wesen;1248;1779;3027
WS 2013/14;SF174;Volkskunde;59;258;317
WS 2013/14;SF175;Volkswirtschaftslehre;2705;1765;4470
WS 2013/14;SF094;Wasserbau;164;114;278
WS 2013/14;SF077;Wasserwirtschaft;193;154;347
WS 2013/14;SF227;Weinbau und Kellerwirtschaft;149;66;215
WS 2013/14;SF201;Werken (technisch)/Technologie;9;15;24
WS 2013/14;SF176;Werkerziehung;-;12;12
WS 2013/14;SF177;Werkstofftechnik;1001;360;1361
WS 2013/14;SF130;Westslawisch (allgemein und a.n.g.);6;25;31
WS 2013/14;SF178;Wirtschafts-/Sozialgeografie;2;4;6
WS 2013/14;SF183;Wirtschafts-/Sozialgeschichte;7;4;11
WS 2013/14;SF277;Wirtschaftsinformatik;6846;1885;8731
WS 2013/14;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7730;2252;9982
WS 2013/14;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;5138;1899;7037
WS 2013/14;SF276;Wirtschaftsmathematik;993;682;1675
WS 2013/14;SF181;Wirtschaftspädagogik;345;718;1063
WS 2013/14;SF042;Wirtschaftsrecht;1223;1750;2973
WS 2013/14;SF184;Wirtschaftswissenschaften;7427;7050;14477
WS 2013/14;SF185;Zahnmedizin;491;999;1490
WS 2013/14;SF269;Zoll- und Steuerverwaltung;514;715;1229
WS 2014/15;SF141;Abfallwirtschaft;14;11;25
WS 2014/15;SF002;Afrikanistik;117;142;259
WS 2014/15;SF138;Agrarbiologie;45;46;91
WS 2014/15;SF125;Agrarökonomie;167;142;309
WS 2014/15;SF003;Agrarwissenschaft/Landwirtschaft;1439;1475;2914
WS 2014/15;SF001;Ägyptologie;31;60;91
WS 2014/15;SF152;Allg. Sprachwissenschaft/Indogermanistik;249;966;1215
WS 2014/15;SF188;Allgemeine Literaturwissenschaft;118;477;595
WS 2014/15;SF272;Alte Geschichte;19;12;31
WS 2014/15;SF006;Amerikanistik/Amerikakunde;165;439;604
WS 2014/15;SF007;Angewandte Kunst;204;406;610
WS 2014/15;SF284;Angewandte Sprachwissenschaft;151;843;994
WS 2014/15;SF140;Angewandte Systemwissenschaften;208;57;265
WS 2014/15;SF008;Anglistik/Englisch;1714;5050;6764
WS 2014/15;SF009;Anthropologie (Humanbiologie);22;48;70
WS 2014/15;SF010;Arabisch/Arabistik;39;77;116
WS 2014/15;SF011;Arbeitslehre/Wirtschaftslehre;91;171;262
WS 2014/15;SF257;Arbeits- und Berufsberatung;7;43;50
WS 2014/15;SF258;Arbeitsverwaltung;58;182;240
WS 2014/15;SF012;Archäologie;316;391;707
WS 2014/15;SF390;Archäometrie (Ingenieurarchäologie);1;-;1
WS 2014/15;SF013;Architektur;2589;4014;6603
WS 2014/15;SF255;Archivwesen;12;24;36
WS 2014/15;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;98;230;328
WS 2014/15;SF014;Astronomie, Astrophysik;18;12;30
WS 2014/15;SF143;Augenoptik;42;98;140
WS 2014/15;SF117;Ausländerpädagogik;4;9;13
WS 2014/15;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;12;18;30
WS 2014/15;SF259;Auswärtige Angelegenheiten;11;32;43
WS 2014/15;SF016;Baltistik;1;1;2
WS 2014/15;SF265;Bankwesen;45;38;83
WS 2014/15;SF017;Bauingenieurwesen/Ingenieurbau;6889;2768;9657
WS 2014/15;SF020;Bergbau/Bergtechnik;211;25;236
WS 2014/15;SF018;Berufsbezogene Fremdsprachenausbildung;112;365;477
WS 2014/15;SF270;Berufs- und Wirtschaftspädagogik;138;115;253
WS 2014/15;SF021;Betriebswirtschaftslehre;20282;20954;41236
WS 2014/15;SF262;Bibliothekswesen;-;3;3
WS 2014/15;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);94;355;449
WS 2014/15;SF023;Bildende Kunst/Grafik;182;283;465
WS 2014/15;SF205;Bildhauerei/Plastik;36;59;95
WS 2014/15;SF025;Biochemie;616;784;1400
WS 2014/15;SF283;Biogeographie (ab 2012 ohne SF385);86;135;221
WS 2014/15;SF221;Bioinformatik;209;155;364
WS 2014/15;SF026;Biologie;2795;5361;8156
WS 2014/15;SF300;Biomedizin;89;149;238
WS 2014/15;SF282;Biotechnologie;1014;1316;2330
WS 2014/15;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;-;-
WS 2014/15;SF028;Brauwesen/Getränketechnologie;124;31;155
WS 2014/15;SF260;Bundeswehrverwaltung;28;31;59
WS 2014/15;SF031;Byzantinistik;4;4;8
WS 2014/15;SF162;Caritaswissenschaft;4;5;9
WS 2014/15;SF032;Chemie;4107;2793;6900
WS 2014/15;SF033;Chemie-Ingenieurwesen/Chemietechnik;1152;700;1852
WS 2014/15;SF160;Computerlinguistik;106;114;220
WS 2014/15;SF200;Computer- und Kommunikationstechniken;519;320;839
WS 2014/15;SF034;Dänisch;1;7;8
WS 2014/15;SF035;Darstellende Kunst/Bühnenkunst/Regie;77;199;276
WS 2014/15;SF271;Deutsch als Fremdsprache oder als Zweitsprache;79;383;462
WS 2014/15;SF161;Diakoniewissenschaft;20;57;77
WS 2014/15;SF192;Dirigieren;18;14;32
WS 2014/15;SF037;Dokumentationswissenschaft;17;43;60
WS 2014/15;SF231;Druck- und Reproduktionstechnik;179;197;376
WS 2014/15;SF159;Edelstein- und Schmuckdesign;3;23;26
WS 2014/15;SF316;Elektronische Energietechnik;460;108;568
WS 2014/15;SF048;Elektrotechnik/Elektronik;10618;1534;12152
WS 2014/15;SF211;Energietechnik (ohne Elektrotechnik);1141;296;1437
WS 2014/15;SF320;Ernährungswissenschaft;81;404;485
WS 2014/15;SF321;Erwachsenenbildung und außerschulische Jugendbild.;30;130;160
WS 2014/15;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);46;269;315
WS 2014/15;SF052;Erziehungswissenschaft (Pädagogik);1459;7664;9123
WS 2014/15;SF169;Ethik;22;79;101
WS 2014/15;SF173;Ethnologie;162;602;764
WS 2014/15;SF024;Europäische Ethnologie und Kulturwissenschaft;155;451;606
WS 2014/15;SF167;Europäische Wirtschaft;200;415;615
WS 2014/15;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;48;121;169
WS 2014/15;SF053;Evangelische Theologie, - Religionslehre;463;704;1167
WS 2014/15;SF464;Facility Management;245;232;477
WS 2014/15;SF235;Fahrzeugtechnik;2035;169;2204
WS 2014/15;SF212;Feinwerktechnik;109;8;117
WS 2014/15;SF202;Fertigungs-/Produktionstechnik;1008;186;1194
WS 2014/15;SF054;Film und Fernsehen;190;180;370
WS 2014/15;SF266;Finanzverwaltung;208;271;479
WS 2014/15;SF056;Finno-Ugristik;7;21;28
WS 2014/15;SF058;Forstwissenschaft, -wirtschaft;689;388;1077
WS 2014/15;SF059;Französisch;180;907;1087
WS 2014/15;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2014/15;SF060;Gartenbau;166;148;314
WS 2014/15;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);6;73;79
WS 2014/15;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);24;144;168
WS 2014/15;SF050;Geografie/Erdkunde;1518;1605;3123
WS 2014/15;SF065;Geologie/Paläontologie;43;27;70
WS 2014/15;SF385;Geoökologie;60;99;159
WS 2014/15;SF066;Geophysik;146;103;249
WS 2014/15;SF039;Geowissenschaften;1074;704;1778
WS 2014/15;SF067;Germanistik/Deutsch;2529;9874;12403
WS 2014/15;SF230;Gesang;63;116;179
WS 2014/15;SF068;Geschichte;2357;1948;4305
WS 2014/15;SF275;Geschichte der Mathematik und Naturwissenschaft;4;7;11
WS 2014/15;SF195;Gesundheitspädagogik;59;401;460
WS 2014/15;SF215;Gesundheitstechnik;1055;1039;2094
WS 2014/15;SF232;Gesundheitswissenschaften/-management;1383;3793;5176
WS 2014/15;SF216;Glastechnik/Keramik;24;16;40
WS 2014/15;SF069;Grafikdesign/Kommunikationsgestaltung;951;1707;2658
WS 2014/15;SF070;Griechisch;48;54;102
WS 2014/15;SF115;Grundschul-/Primärstufenpädagogik;67;594;661
WS 2014/15;SF071;Haushalts- und Ernährungswissenschaft;275;1283;1558
WS 2014/15;SF333;Haushaltswissenschaft;11;31;42
WS 2014/15;SF073;Hebräisch/Judaistik;17;49;66
WS 2014/15;SF082;Holz-/Fasertechnik;205;34;239
WS 2014/15;SF197;Holzbau;170;24;194
WS 2014/15;SF075;Holzwirtschaft;56;12;68
WS 2014/15;SF076;Hütten- und Gießereiwesen;132;62;194
WS 2014/15;SF078;Indologie;11;13;24
WS 2014/15;SF203;Industriedesign/Produktgestaltung;275;352;627
WS 2014/15;SF079;Informatik;12218;2435;14653
WS 2014/15;SF123;Ingenieurinformatik/Technische Informatik;1623;235;1858
WS 2014/15;SF242;Innenarchitektur;74;500;574
WS 2014/15;SF261;Innere Verwaltung;315;548;863
WS 2014/15;SF080;Instrumentalmusik;536;602;1138
WS 2014/15;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2156;814;2970
WS 2014/15;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);414;440;854
WS 2014/15;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);738;1115;1853
WS 2014/15;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);863;2762;3625
WS 2014/15;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);57;178;235
WS 2014/15;SF182;Internationale Betriebswirtschaft/Management;3771;5494;9265
WS 2014/15;SF081;Iranistik;17;19;36
WS 2014/15;SF292;Islamische Studien;-;-;-
WS 2014/15;SF083;Islamwissenschaft;115;252;367
WS 2014/15;SF084;Italienisch;39;227;266
WS 2014/15;SF085;Japanologie;237;318;555
WS 2014/15;SF164;Jazz und Popularmusik;163;60;223
WS 2014/15;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2014/15;SF168;Justizvollzug;16;11;27
WS 2014/15;SF280;Kartografie;52;31;83
