Semester;Code;Studiengang;männlich;weiblich;Insgesamt
WS 2015/16;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7902;2472;10374
WS 2015/16;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;4200;1626;5826
WS 2015/16;SF276;Wirtschaftsmathematik;890;644;1534
WS 2015/16;SF181;Wirtschaftspädagogik;370;743;1113
WS 2015/16;SF042;Wirtschaftsrecht;1214;1835;3049
WS 2015/16;SF184;Wirtschaftswissenschaften;7022;6398;13420
WS 2015/16;SF185;Zahnmedizin;430;988;1418
WS 2015/16;SF269;Zoll- und Steuerverwaltung;626;856;1482
WS 2016/17;SF141;Abfallwirtschaft;18;3;21
WS 2016/17;SF002;Afrikanistik;88;110;198
WS 2016/17;SF138;Agrarbiologie;58;56;114
WS 2016/17;SF125;Agrarökonomie;192;142;334
WS 2016/17;SF003;Agrarwissenschaft/Landwirtschaft;1351;1326;2677
WS 2016/17;SF001;Ägyptologie;66;89;155
WS 2016/17;SF152;Allg. Sprachwissenschaft/Indogermanistik;218;895;1113
WS 2016/17;SF188;Allgemeine Literaturwissenschaft;104;457;561
WS 2016/17;SF272;Alte Geschichte;11;9;20
WS 2016/17;SF006;Amerikanistik/Amerikakunde;182;414;596
WS 2016/17;SF007;Angewandte Kunst;178;368;546
WS 2016/17;SF284;Angewandte Sprachwissenschaft;144;758;902
WS 2016/17;SF140;Angewandte Systemwissenschaften;301;78;379
WS 2016/17;SF008;Anglistik/Englisch;1912;5552;7464
WS 2016/17;SF009;Anthropologie (Humanbiologie);20;57;77
WS 2016/17;SF010;Arabisch/Arabistik;37;84;121
WS 2016/17;SF011;Arbeitslehre/Wirtschaftslehre;70;162;232
WS 2016/17;SF257;Arbeits- und Berufsberatung;17;74;91
WS 2016/17;SF258;Arbeitsverwaltung;45;197;242
WS 2016/17;SF012;Archäologie;364;481;845
WS 2016/17;SF390;Archäometrie (Ingenieurarchäologie);-;-;-
WS 2016/17;SF013;Architektur;2594;3732;6326
WS 2016/17;SF255;Archivwesen;16;33;49
WS 2016/17;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;108;223;331
WS 2016/17;SF014;Astronomie, Astrophysik;25;18;43
WS 2016/17;SF143;Augenoptik;45;105;150
WS 2016/17;SF117;Ausländerpädagogik;17;11;28
WS 2016/17;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;7;30;37
WS 2016/17;SF259;Auswärtige Angelegenheiten;18;37;55
WS 2016/17;SF016;Baltistik;-;1;1
WS 2016/17;SF265;Bankwesen;52;41;93
WS 2016/17;SF017;Bauingenieurwesen/Ingenieurbau;6683;2799;9482
WS 2016/17;SF020;Bergbau/Bergtechnik;179;36;215
WS 2016/17;SF018;Berufsbezogene Fremdsprachenausbildung;110;342;452
WS 2016/17;SF270;Berufs- und Wirtschaftspädagogik;112;79;191
WS 2016/17;SF021;Betriebswirtschaftslehre;18865;19753;38618
WS 2016/17;SF262;Bibliothekswesen;1;6;7
WS 2016/17;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);86;370;456
WS 2016/17;SF023;Bildende Kunst/Grafik;224;341;565
WS 2016/17;SF205;Bildhauerei/Plastik;24;29;53
WS 2016/17;SF025;Biochemie;630;857;1487
WS 2016/17;SF283;Biogeographie (ab 2012 ohne SF385);58;108;166
WS 2016/17;SF221;Bioinformatik;213;167;380
WS 2016/17;SF026;Biologie;2889;5828;8717
WS 2016/17;SF300;Biomedizin;98;216;314
WS 2016/17;SF282;Biotechnologie;984;1292;2276
WS 2016/17;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;-;-
WS 2016/17;SF028;Brauwesen/Getränketechnologie;107;43;150
WS 2016/17;SF260;Bundeswehrverwaltung;31;34;65
WS 2016/17;SF031;Byzantinistik;1;-;1
WS 2016/17;SF162;Caritaswissenschaft;5;2;7
WS 2016/17;SF032;Chemie;4155;3088;7243
WS 2016/17;SF033;Chemie-Ingenieurwesen/Chemietechnik;1067;630;1697
WS 2016/17;SF160;Computerlinguistik;109;131;240
WS 2016/17;SF200;Computer- und Kommunikationstechniken;576;334;910
WS 2016/17;SF034;Dänisch;3;14;17
WS 2016/17;SF035;Darstellende Kunst/Bühnenkunst/Regie;87;184;271
WS 2016/17;SF271;Deutsch als Fremdsprache oder als Zweitsprache;206;703;909
WS 2016/17;SF161;Diakoniewissenschaft;12;39;51
WS 2016/17;SF192;Dirigieren;25;18;43
WS 2016/17;SF037;Dokumentationswissenschaft;20;66;86
WS 2016/17;SF231;Druck- und Reproduktionstechnik;107;182;289
WS 2016/17;SF159;Edelstein- und Schmuckdesign;3;24;27
WS 2016/17;SF316;Elektronische Energietechnik;467;126;593
WS 2016/17;SF048;Elektrotechnik/Elektronik;9910;1680;11590
WS 2016/17;SF211;Energietechnik (ohne Elektrotechnik);937;272;1209
WS 2016/17;SF320;Ernährungswissenschaft;115;557;672
WS 2016/17;SF321;Erwachsenenbildung und außerschulische Jugendbild.;23;128;151
WS 2016/17;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);-;-;-
WS 2016/17;SF052;Erziehungswissenschaft (Pädagogik);1563;7217;8780
WS 2016/17;SF169;Ethik;23;39;62
WS 2016/17;SF173;Ethnologie;205;597;802
WS 2016/17;SF024;Europäische Ethnologie und Kulturwissenschaft;122;432;554
WS 2016/17;SF167;Europäische Wirtschaft;167;414;581
WS 2016/17;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;38;111;149
WS 2016/17;SF053;Evangelische Theologie, - Religionslehre;440;647;1087
WS 2016/17;SF464;Facility Management;272;260;532
WS 2016/17;SF235;Fahrzeugtechnik;2022;170;2192
WS 2016/17;SF212;Feinwerktechnik;109;12;121
WS 2016/17;SF202;Fertigungs-/Produktionstechnik;996;176;1172
WS 2016/17;SF054;Film und Fernsehen;204;198;402
WS 2016/17;SF266;Finanzverwaltung;186;300;486
WS 2016/17;SF056;Finno-Ugristik;13;22;35
WS 2016/17;SF058;Forstwissenschaft, -wirtschaft;677;413;1090
WS 2016/17;SF059;Französisch;167;762;929
WS 2016/17;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2016/17;SF060;Gartenbau;187;175;362
WS 2016/17;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);-;-;-
WS 2016/17;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);-;-;-
WS 2016/17;SF050;Geografie/Erdkunde;1326;1536;2862
WS 2016/17;SF065;Geologie/Paläontologie;75;37;112
WS 2016/17;SF385;Geoökologie;75;118;193
WS 2016/17;SF066;Geophysik;129;95;224
WS 2016/17;SF039;Geowissenschaften;1024;745;1769
WS 2016/17;SF067;Germanistik/Deutsch;2434;9662;12096
WS 2016/17;SF230;Gesang;86;139;225
WS 2016/17;SF068;Geschichte;2382;2017;4399
WS 2016/17;SF275;Geschichte der Mathematik und Naturwissenschaft;5;1;6
WS 2016/17;SF195;Gesundheitspädagogik;96;438;534
WS 2016/17;SF215;Gesundheitstechnik;1099;1036;2135
WS 2016/17;SF232;Gesundheitswissenschaften/-management;1615;4305;5920
WS 2016/17;SF216;Glastechnik/Keramik;24;9;33
WS 2016/17;SF069;Grafikdesign/Kommunikationsgestaltung;949;1881;2830
WS 2016/17;SF070;Griechisch;22;33;55
WS 2016/17;SF115;Grundschul-/Primärstufenpädagogik;116;935;1051
WS 2016/17;SF071;Haushalts- und Ernährungswissenschaft;221;1140;1361
WS 2016/17;SF333;Haushaltswissenschaft;4;33;37
WS 2016/17;SF073;Hebräisch/Judaistik;15;21;36
WS 2016/17;SF082;Holz-/Fasertechnik;195;46;241
WS 2016/17;SF197;Holzbau;145;20;165
WS 2016/17;SF075;Holzwirtschaft;56;16;72
WS 2016/17;SF076;Hütten- und Gießereiwesen;121;46;167
WS 2016/17;SF078;Indologie;6;17;23
WS 2016/17;SF203;Industriedesign/Produktgestaltung;273;300;573
WS 2016/17;SF079;Informatik;14055;3120;17175
WS 2016/17;SF123;Ingenieurinformatik/Technische Informatik;2039;351;2390
WS 2016/17;SF242;Innenarchitektur;79;512;591
WS 2016/17;SF261;Innere Verwaltung;389;740;1129
WS 2016/17;SF080;Instrumentalmusik;515;576;1091
WS 2016/17;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2207;899;3106
WS 2016/17;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);614;541;1155
WS 2016/17;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);835;1250;2085
WS 2016/17;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);796;2452;3248
WS 2016/17;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);83;113;196
WS 2016/17;SF182;Internationale Betriebswirtschaft/Management;3912;5330;9242
WS 2016/17;SF081;Iranistik;12;20;32
WS 2016/17;SF292;Islamische Studien;38;104;142
WS 2016/17;SF083;Islamwissenschaft;107;194;301
WS 2016/17;SF084;Italienisch;51;205;256
WS 2016/17;SF085;Japanologie;222;366;588
WS 2016/17;SF164;Jazz und Popularmusik;157;55;212
WS 2016/17;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2016/17;SF168;Justizvollzug;12;19;31
WS 2016/17;SF280;Kartografie;33;28;61
WS 2016/17;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;21;60;81
WS 2016/17;SF086;Katholische Theologie, - Religionslehre;229;431;660
WS 2016/17;SF180;Kaukasistik;-;1;1
WS 2016/17;SF241;Kerntechnik/Kernverfahrenstechnik;-;-;-
WS 2016/17;SF193;Kirchenmusik;47;23;70
WS 2016/17;SF005;Klassische Philologie;41;42;83
WS 2016/17;SF222;Kommunikations- und Informationstechnik;1137;233;1370
WS 2016/17;SF303;Kommunikationswissenschaft/Publizistik;748;1950;2698
WS 2016/17;SF191;Komposition;43;20;63
WS 2016/17;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2016/17;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2016/17;SF091;Kunsterziehung;88;474;562
WS 2016/17;SF092;Kunstgeschichte, Kunstwissenschaft;313;1235;1548
WS 2016/17;SF219;Kunststofftechnik;218;57;275
WS 2016/17;SF093;Landespflege/Landschaftsgestaltung;377;510;887
WS 2016/17;SF095;Latein;132;194;326
WS 2016/17;SF038;Lateinamerika;20;45;65
WS 2016/17;SF096;Lebensmittelchemie;146;438;584
WS 2016/17;SF097;Lebensmitteltechnologie;357;530;887
WS 2016/17;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2016/17;SF154;Lernbereich Gesellschaftslehre;13;21;34
WS 2016/17;SF186;Lernbereich Naturwissenschaft/Sachunterricht;50;273;323
WS 2016/17;SF090;Lernbereich Sprach- und Kulturwissenschaften;72;541;613
WS 2016/17;SF199;Lernbereich Technik;86;66;152
WS 2016/17;SF057;Luft- und Raumfahrttechnik;947;138;1085
WS 2016/17;SF204;Malerei;42;73;115
WS 2016/17;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2016/17;SF103;Markscheidewesen;9;10;19
WS 2016/17;SF104;Maschinenbau/-wesen;16781;2364;19145
WS 2016/17;SF294;Materialwissenschaften;293;124;417
WS 2016/17;SF105;Mathematik;4469;4835;9304
WS 2016/17;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;157;154;311
WS 2016/17;SF380;Mechatronik;3164;359;3523
WS 2016/17;SF121;Medieninformatik;1795;1116;2911
WS 2016/17;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2016/17;SF305;Medientechnik;755;646;1401
WS 2016/17;SF304;Medienwirtschaft/Medienmanagement;514;1008;1522
WS 2016/17;SF302;Medienwissenschaft;472;1378;1850
WS 2016/17;SF107;Medizin (Allgemein-Medizin);3477;6177;9654
WS 2016/17;SF247;Medizinische Informatik;288;263;551
WS 2016/17;SF061;Meliorationswesen;-;-;-
WS 2016/17;SF108;Metalltechnik;128;29;157
WS 2016/17;SF110;Meteorologie;148;132;280
WS 2016/17;SF157;Mikroelektronik;27;5;32
WS 2016/17;SF286;Mikrosystemtechnik;419;83;502
WS 2016/17;SF220;Milch- und Molkereiwirtschaft;6;7;13
WS 2016/17;SF111;Mineralogie;13;8;21
WS 2016/17;SF273;Mittlere und neuere Geschichte;18;11;29
WS 2016/17;SF113;Musikerziehung;263;456;719
WS 2016/17;SF114;Musikwissenschaft/-geschichte;392;426;818
WS 2016/17;SF064;Naturschutz;30;55;85
WS 2016/17;SF223;Nautik/Seefahrt;108;27;135
WS 2016/17;SF287;Neue Medien;132;154;286
WS 2016/17;SF043;Neugriechisch;3;11;14
WS 2016/17;SF233;Nichtärztliche Heilberufe/Therapien;352;1497;1849
WS 2016/17;SF189;Niederdeutsch;-;-;-
WS 2016/17;SF119;Niederländisch;19;45;64
WS 2016/17;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);44;131;175
WS 2016/17;SF088;Optoelektronik;117;23;140
WS 2016/17;SF165;Orchestermusik;141;161;302
WS 2016/17;SF122;Orientalistik, Altorientalistik;92;143;235
WS 2016/17;SF044;Ost- und Südosteuropa;26;61;87
WS 2016/17;SF124;Ozeanografie;5;4;9
WS 2016/17;SF365;Pädagogik der frühen Kindheit;43;485;528
WS 2016/17;SF353;Pflanzenproduktion;42;27;69
WS 2016/17;SF234;Pflegewissenschaft/-management;371;1497;1868
WS 2016/17;SF126;Pharmazie;616;1445;2061
WS 2016/17;SF127;Philosophie;1453;1517;2970
WS 2016/17;SF128;Physik;5360;2155;7515
WS 2016/17;SF224;Physikalische Technik;531;177;708
WS 2016/17;SF129;Politikwissenschaft/Politologie;2462;2411;4873
WS 2016/17;SF263;Polizei/Verfassungsschutz;2916;1531;4447
WS 2016/17;SF206;Polnisch;4;22;26
WS 2016/17;SF131;Portugiesisch;7;19;26
WS 2016/17;SF132;Psychologie;2256;7462;9718
WS 2016/17;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2016/17;SF134;Raumplanung;319;478;797
WS 2016/17;SF256;Rechtspflege;141;505;646
WS 2016/17;SF135;Rechtswissenschaft;6577;9810;16387
WS 2016/17;SF310;Regenerative Energien;201;68;269
WS 2016/17;SF136;Religionswissenschaft;79;173;252
WS 2016/17;SF101;Restaurierungskunde;19;89;108
WS 2016/17;SF163;Rhythmik;-;-;-
WS 2016/17;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);122;545;667
WS 2016/17;SF139;Russisch;16;77;93
WS 2016/17;SF254;Sachunterricht (einschließlich Schulgarten);5;50;55
WS 2016/17;SF102;Schauspiel;43;40;83
WS 2016/17;SF142;Schiffbau/Schiffstechnik;131;28;159
WS 2016/17;SF361;Schulpädagogik;9;17;26
WS 2016/17;SF145;Sinologie/Koreanistik;129;333;462
WS 2016/17;SF146;Slawistik (Slawische Philologie);47;191;238
WS 2016/17;SF190;Sonderpädagogik;226;1659;1885
WS 2016/17;SF290;Sonstige Fächer;785;843;1628
WS 2016/17;SF036;Sonstige Regionalwissenschaften;43;66;109
WS 2016/17;SF207;Sorbisch;2;10;12
WS 2016/17;SF208;Soziale Arbeit;1774;6828;8602
WS 2016/17;SF147;Sozialkunde;156;202;358
WS 2016/17;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2016/17;SF245;Sozialpädagogik;297;1546;1843
WS 2016/17;SF264;Sozialversicherung;174;415;589
WS 2016/17;SF253;Sozialwesen;790;3191;3981
WS 2016/17;SF148;Sozialwissenschaft;1314;2244;3558
WS 2016/17;SF149;Soziologie;953;1997;2950
WS 2016/17;SF150;Spanisch;212;648;860
WS 2016/17;SF166;Sportmanagement/Sportökonomie;520;174;694
WS 2016/17;SF098;Sportpädagogik/Sportpsychologie;569;496;1065
WS 2016/17;SF029;Sportwissenschaft;1322;1001;2323
WS 2016/17;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);-;-;-
WS 2016/17;SF429;Stahlbau;-;-;-
WS 2016/17;SF196;Studienkolleg;-;-;-
WS 2016/17;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);-;1;1
WS 2016/17;SF106;Tanzpädagogik;30;55;85
WS 2016/17;SF144;Technische Kybernetik;78;29;107
WS 2016/17;SF118;Technomathematik;262;99;361
WS 2016/17;SF116;Textilgestaltung;85;421;506
WS 2016/17;SF225;Textil- und Bekleidungstechnik/-gewerbe;98;394;492
WS 2016/17;SF155;Theaterwissenschaft;114;416;530
WS 2016/17;SF156;Tiermedizin/Veterinärmedizin;155;876;1031
WS 2016/17;SF371;Tierproduktion;4;5;9
WS 2016/17;SF194;Tonmeister;65;15;80
WS 2016/17;SF274;Tourismuswirtschaft;357;1410;1767
WS 2016/17;SF074;Transport-/Fördertechnik;50;1;51
WS 2016/17;SF209;Tschechisch;1;3;4
WS 2016/17;SF158;Turkologie;18;49;67
WS 2016/17;SF458;Umweltschutz;197;210;407
WS 2016/17;SF457;Umwelttechnik (einschließlich Recycling);873;480;1353
WS 2016/17;SF548;Ur- und Frühgeschichte;37;41;78
WS 2016/17;SF226;Verfahrenstechnik;1093;772;1865
WS 2016/17;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);-;-;-
WS 2016/17;SF089;Verkehrsingenieurwesen;532;206;738
WS 2016/17;SF268;Verkehrswesen;-;-;-
WS 2016/17;SF210;Verkehrswirtschaft;192;92;284
WS 2016/17;SF171;Vermessungswesen (Geodäsie);808;315;1123
WS 2016/17;SF213;Versorgungstechnik;624;102;726
WS 2016/17;SF172;Verwaltungswissenschaft/-wesen;1313;1868;3181
WS 2016/17;SF174;Volkskunde;41;143;184
WS 2016/17;SF175;Volkswirtschaftslehre;2484;1615;4099
WS 2016/17;SF094;Wasserbau;149;99;248
WS 2016/17;SF077;Wasserwirtschaft;200;120;320
WS 2016/17;SF227;Weinbau und Kellerwirtschaft;148;107;255
WS 2016/17;SF201;Werken (technisch)/Technologie;11;16;27
WS 2016/17;SF176;Werkerziehung;2;9;11
WS 2016/17;SF177;Werkstofftechnik;639;241;880
WS 2016/17;SF130;Westslawisch (allgemein und a.n.g.);4;9;13
WS 2016/17;SF178;Wirtschafts-/Sozialgeografie;2;5;7
WS 2016/17;SF183;Wirtschafts-/Sozialgeschichte;2;7;9
WS 2016/17;SF277;Wirtschaftsinformatik;7101;2025;9126
WS 2016/17;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7897;2526;10423
WS 2016/17;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;3933;1509;5442
WS 2016/17;SF276;Wirtschaftsmathematik;865;646;1511
WS 2016/17;SF181;Wirtschaftspädagogik;309;644;953
WS 2016/17;SF042;Wirtschaftsrecht;1322;1994;3316
WS 2016/17;SF184;Wirtschaftswissenschaften;7043;6364;13407
WS 2016/17;SF185;Zahnmedizin;489;939;1428
WS 2016/17;SF269;Zoll- und Steuerverwaltung;601;884;1485
WS 2017/18;SF141;Abfallwirtschaft;21;15;36
WS 2017/18;SF002;Afrikanistik;51;100;151
WS 2017/18;SF138;Agrarbiologie;71;72;143
WS 2017/18;SF125;Agrarökonomie;197;129;326
WS 2017/18;SF003;Agrarwissenschaft/Landwirtschaft;1419;1290;2709
WS 2017/18;SF001;Ägyptologie;69;93;162
WS 2017/18;SF152;Allg. Sprachwissenschaft/Indogermanistik;248;931;1179
WS 2017/18;SF188;Allgemeine Literaturwissenschaft;97;438;535
WS 2017/18;SF272;Alte Geschichte;4;9;13
WS 2017/18;SF006;Amerikanistik/Amerikakunde;172;387;559
WS 2017/18;SF007;Angewandte Kunst;201;358;559
WS 2017/18;SF284;Angewandte Sprachwissenschaft;124;683;807
WS 2017/18;SF140;Angewandte Systemwissenschaften;328;96;424
WS 2017/18;SF008;Anglistik/Englisch;2017;5748;7765
WS 2017/18;SF009;Anthropologie (Humanbiologie);13;66;79
WS 2017/18;SF010;Arabisch/Arabistik;39;68;107
WS 2017/18;SF011;Arbeitslehre/Wirtschaftslehre;80;176;256
WS 2017/18;SF257;Arbeits- und Berufsberatung;29;85;114
WS 2017/18;SF258;Arbeitsverwaltung;58;201;259
WS 2017/18;SF012;Archäologie;439;537;976
WS 2017/18;SF390;Archäometrie (Ingenieurarchäologie);1;-;1
WS 2017/18;SF013;Architektur;2548;3559;6107
WS 2017/18;SF255;Archivwesen;21;27;48
WS 2017/18;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;98;253;351
WS 2017/18;SF014;Astronomie, Astrophysik;29;23;52
WS 2017/18;SF143;Augenoptik;60;87;147
WS 2017/18;SF117;Ausländerpädagogik;20;26;46
WS 2017/18;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;10;23;33
WS 2017/18;SF259;Auswärtige Angelegenheiten;19;37;56
WS 2017/18;SF016;Baltistik;1;-;1
WS 2017/18;SF265;Bankwesen;44;41;85
WS 2017/18;SF017;Bauingenieurwesen/Ingenieurbau;6739;2655;9394
WS 2017/18;SF020;Bergbau/Bergtechnik;166;39;205
WS 2017/18;SF018;Berufsbezogene Fremdsprachenausbildung;110;366;476
WS 2017/18;SF270;Berufs- und Wirtschaftspädagogik;124;100;224
WS 2017/18;SF021;Betriebswirtschaftslehre;18654;19640;38294
WS 2017/18;SF262;Bibliothekswesen;1;8;9
WS 2017/18;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);64;345;409
WS 2017/18;SF023;Bildende Kunst/Grafik;187;319;506
WS 2017/18;SF205;Bildhauerei/Plastik;20;22;42
WS 2017/18;SF025;Biochemie;568;888;1456
WS 2017/18;SF283;Biogeographie (ab 2012 ohne SF385);44;93;137
WS 2017/18;SF221;Bioinformatik;246;224;470
WS 2017/18;SF026;Biologie;2851;5783;8634
WS 2017/18;SF300;Biomedizin;115;204;319
WS 2017/18;SF282;Biotechnologie;966;1299;2265
WS 2017/18;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;-;-
WS 2017/18;SF028;Brauwesen/Getränketechnologie;148;18;166
WS 2017/18;SF260;Bundeswehrverwaltung;31;34;65
WS 2017/18;SF031;Byzantinistik;3;1;4
WS 2017/18;SF162;Caritaswissenschaft;2;6;8
WS 2017/18;SF032;Chemie;3956;3039;6995
WS 2017/18;SF033;Chemie-Ingenieurwesen/Chemietechnik;1006;598;1604
WS 2017/18;SF160;Computerlinguistik;95;113;208
WS 2017/18;SF200;Computer- und Kommunikationstechniken;589;396;985
WS 2017/18;SF034;Dänisch;1;7;8
WS 2017/18;SF035;Darstellende Kunst/Bühnenkunst/Regie;79;153;232
WS 2017/18;SF271;Deutsch als Fremdsprache oder als Zweitsprache;242;683;925
WS 2017/18;SF161;Diakoniewissenschaft;9;27;36
WS 2017/18;SF192;Dirigieren;25;11;36
WS 2017/18;SF037;Dokumentationswissenschaft;19;31;50
WS 2017/18;SF231;Druck- und Reproduktionstechnik;125;168;293
WS 2017/18;SF159;Edelstein- und Schmuckdesign;3;15;18
WS 2017/18;SF316;Elektronische Energietechnik;446;106;552
WS 2017/18;SF048;Elektrotechnik/Elektronik;9861;1666;11527
WS 2017/18;SF211;Energietechnik (ohne Elektrotechnik);755;239;994
WS 2017/18;SF320;Ernährungswissenschaft;115;618;733
WS 2017/18;SF321;Erwachsenenbildung und außerschulische Jugendbild.;49;167;216
WS 2017/18;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);-;-;-
WS 2017/18;SF052;Erziehungswissenschaft (Pädagogik);1611;6976;8587
WS 2017/18;SF169;Ethik;26;50;76
WS 2017/18;SF173;Ethnologie;192;543;735
WS 2017/18;SF024;Europäische Ethnologie und Kulturwissenschaft;153;480;633
WS 2017/18;SF167;Europäische Wirtschaft;177;432;609
WS 2017/18;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;42;107;149
WS 2017/18;SF053;Evangelische Theologie, - Religionslehre;428;750;1178
WS 2017/18;SF464;Facility Management;300;228;528
WS 2017/18;SF235;Fahrzeugtechnik;1957;174;2131
WS 2017/18;SF212;Feinwerktechnik;113;11;124
WS 2017/18;SF202;Fertigungs-/Produktionstechnik;816;177;993
WS 2017/18;SF054;Film und Fernsehen;189;169;358
WS 2017/18;SF266;Finanzverwaltung;199;330;529
WS 2017/18;SF056;Finno-Ugristik;5;28;33
WS 2017/18;SF058;Forstwissenschaft, -wirtschaft;726;413;1139
WS 2017/18;SF059;Französisch;164;778;942
WS 2017/18;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2017/18;SF060;Gartenbau;206;188;394
WS 2017/18;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);-;-;-
WS 2017/18;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);-;-;-
WS 2017/18;SF050;Geografie/Erdkunde;1388;1638;3026
WS 2017/18;SF065;Geologie/Paläontologie;41;34;75
WS 2017/18;SF385;Geoökologie;92;119;211
WS 2017/18;SF066;Geophysik;93;91;184
WS 2017/18;SF039;Geowissenschaften;919;735;1654
WS 2017/18;SF067;Germanistik/Deutsch;2350;9281;11631
WS 2017/18;SF230;Gesang;88;148;236
WS 2017/18;SF068;Geschichte;2446;2231;4677
WS 2017/18;SF275;Geschichte der Mathematik und Naturwissenschaft;1;2;3
WS 2017/18;SF195;Gesundheitspädagogik;102;566;668
WS 2017/18;SF215;Gesundheitstechnik;1065;1131;2196
WS 2017/18;SF232;Gesundheitswissenschaften/-management;1544;4209;5753
WS 2017/18;SF216;Glastechnik/Keramik;21;6;27
WS 2017/18;SF069;Grafikdesign/Kommunikationsgestaltung;1009;2006;3015
WS 2017/18;SF070;Griechisch;24;31;55
WS 2017/18;SF115;Grundschul-/Primärstufenpädagogik;153;990;1143
WS 2017/18;SF071;Haushalts- und Ernährungswissenschaft;213;1068;1281
WS 2017/18;SF333;Haushaltswissenschaft;9;43;52
WS 2017/18;SF073;Hebräisch/Judaistik;25;34;59
WS 2017/18;SF082;Holz-/Fasertechnik;161;37;198
WS 2017/18;SF197;Holzbau;139;33;172
WS 2017/18;SF075;Holzwirtschaft;36;15;51
WS 2017/18;SF076;Hütten- und Gießereiwesen;89;43;132
WS 2017/18;SF078;Indologie;15;21;36
WS 2017/18;SF203;Industriedesign/Produktgestaltung;266;325;591
WS 2017/18;SF079;Informatik;14390;3093;17483
WS 2017/18;SF123;Ingenieurinformatik/Technische Informatik;2005;354;2359
WS 2017/18;SF242;Innenarchitektur;79;599;678
WS 2017/18;SF261;Innere Verwaltung;422;780;1202
WS 2017/18;SF080;Instrumentalmusik;572;572;1144
WS 2017/18;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2157;915;3072
WS 2017/18;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);510;519;1029
WS 2017/18;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);826;1312;2138
WS 2017/18;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);757;2443;3200
WS 2017/18;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);44;84;128
WS 2017/18;SF182;Internationale Betriebswirtschaft/Management;3704;5274;8978
WS 2017/18;SF081;Iranistik;11;22;33
WS 2017/18;SF292;Islamische Studien;27;59;86
WS 2017/18;SF083;Islamwissenschaft;88;157;245
WS 2017/18;SF084;Italienisch;49;191;240
WS 2017/18;SF085;Japanologie;240;347;587
WS 2017/18;SF164;Jazz und Popularmusik;136;61;197
WS 2017/18;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2017/18;SF168;Justizvollzug;35;24;59
