"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Italy","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.3",""
"Italy","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.1",""
"Italy","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.5",""
"Italy","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.4",""
"Italy","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","200.6",""
"Italy","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","205.8",""
"Italy","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","194.0",""
"Italy","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","198.8",""
"Italy","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","207.1",""
"Jamaica","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.4",""
"Jamaica","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.6",""
"Jamaica","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.7",""
"Jamaica","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.9",""
"Jamaica","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.8",""
"Jamaica","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.4",""
"Jamaica","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.8",""
"Jamaica","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.9",""
"Jamaica","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.8",""
"Jamaica","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.8",""
"Jamaica","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.7",""
"Jamaica","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.4",""
"Jamaica","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.4",""
"Jamaica","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.1",""
"Jamaica","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.8",""
"Japan","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.5",""
"Japan","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.0",""
"Japan","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.4",""
"Japan","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.6",""
"Japan","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.9",""
"Japan","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","137.2",""
"Japan","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.6",""
"Japan","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.2",""
"Japan","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.3",""
"Japan","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.4",""
"Japan","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","216.1",""
"Japan","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","213.5",""
"Japan","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","197.5",""
"Japan","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","184.7",""
"Japan","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","177.9",""
"Jordan","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.9",""
"Jordan","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.3",""
"Jordan","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.3",""
"Jordan","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.7",""
"Jordan","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","88.9",""
"Jordan","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.9",""
"Jordan","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2",""
"Jordan","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.3",""
"Jordan","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.9",""
"Jordan","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","84.6",""
"Jordan","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","129.0",""
"Jordan","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.4",""
"Jordan","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.6",""
"Jordan","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","84.8",""
"Jordan","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","80.8",""
"Kazakhstan","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","176.6",""
"Kazakhstan","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","167.4",""
"Kazakhstan","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","174.6",""
"Kazakhstan","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","191.1",""
"Kazakhstan","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","212.1",""
"Kazakhstan","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","186.7",""
"Kazakhstan","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","193.9",""
"Kazakhstan","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","201.6",""
"Kazakhstan","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","235.5",""
"Kazakhstan","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","229.5",""
"Kazakhstan","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","333.7",""
"Kazakhstan","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","370.2",""
"Kazakhstan","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","329.2",""
"Kazakhstan","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","310.7",""
"Kazakhstan","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","274.9",""
"Kenya","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.7",""
"Kenya","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.5",""
"Kenya","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.7",""
"Kenya","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.9",""
"Kenya","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.3",""
"Kenya","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.8",""
"Kenya","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.6",""
"Kenya","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.0",""
"Kenya","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.8",""
"Kenya","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.0",""
"Kenya","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.4",""
"Kenya","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.8",""
"Kenya","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.5",""
"Kenya","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.0",""
"Kenya","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.1",""
"Korea DPR","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.0",""
"Korea DPR","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","166.7",""
"Korea DPR","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","184.4",""
"Korea DPR","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","193.7",""
"Korea DPR","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","197.5",""
"Korea DPR","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","182.1",""
"Korea DPR","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","209.5",""
"Korea DPR","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","222.3",""
"Korea DPR","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","217.4",""
"Korea DPR","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","218.5",""
"Korea DPR","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","411.8",""
"Korea DPR","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","409.1",""
"Korea DPR","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","376.7",""
"Korea DPR","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","344.4",""
"Korea DPR","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","319.5",""
"Korea Rep","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.8",""
"Korea Rep","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.9",""
"Korea Rep","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.9",""
"Korea Rep","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.9",""
"Korea Rep","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.3",""
"Korea Rep","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.6",""
"Korea Rep","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.3",""
"Korea Rep","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.8",""
"Korea Rep","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.3",""
"Korea Rep","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.5",""
"Korea Rep","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","227.2",""
"Korea Rep","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","226.1",""
"Korea Rep","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","250.9",""
"Korea Rep","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","290.9",""
"Korea Rep","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","317.8",""
"Kuwait","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","68.8",""
"Kuwait","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","68.3",""
"Kuwait","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","81.1",""
"Kuwait","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","82.5",""
"Kuwait","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","81.4",""
"Kuwait","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","75.7",""
"Kuwait","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","83.7",""
"Kuwait","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.8",""
"Kuwait","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.6",""
"Kuwait","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.9",""
"Kuwait","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.1",""
"Kuwait","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.3",""
"Kuwait","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.7",""
"Kuwait","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.7",""
"Kuwait","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.7",""
"Kyrgyzstan","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.1",""
"Kyrgyzstan","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","145.9",""
"Kyrgyzstan","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.1",""
"Kyrgyzstan","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","168.5",""
"Kyrgyzstan","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","194.6",""
"Kyrgyzstan","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","156.1",""
"Kyrgyzstan","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","161.8",""
"Kyrgyzstan","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","173.2",""
"Kyrgyzstan","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","205.7",""
"Kyrgyzstan","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","210.4",""
"Kyrgyzstan","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","290.9",""
"Kyrgyzstan","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","303.3",""
"Kyrgyzstan","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","257.3",""
"Kyrgyzstan","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","249.4",""
"Kyrgyzstan","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","226.5",""
"Lao PDR","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.2",""
"Lao PDR","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.5",""
"Lao PDR","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.6",""
"Lao PDR","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.5",""
"Lao PDR","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.7",""
"Lao PDR","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.6",""
"Lao PDR","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.9",""
"Lao PDR","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","129.0",""
"Lao PDR","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.6",""
"Lao PDR","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.6",""
"Lao PDR","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.3",""
"Lao PDR","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","156.8",""
"Lao PDR","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.4",""
"Lao PDR","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.6",""
"Lao PDR","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.8",""
"Latvia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","187.1",""
"Latvia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","188.7",""
"Latvia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","192.7",""
"Latvia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","202.9",""
"Latvia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","207.1",""
"Latvia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","208.3",""
"Latvia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","212.6",""
"Latvia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","226.6",""
"Latvia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","224.9",""
"Latvia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","215.6",""
"Latvia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","368.7",""
"Latvia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","337.2",""
"Latvia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","306.7",""
"Latvia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","277.2",""
"Latvia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","289.9",""
"Lebanon","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.0",""
"Lebanon","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.7",""
"Lebanon","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.3",""
"Lebanon","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.9",""
"Lebanon","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.5",""
"Lebanon","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.5",""
"Lebanon","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.9",""
"Lebanon","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.3",""
"Lebanon","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.7",""
"Lebanon","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.4",""
"Lebanon","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.0",""
"Lebanon","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.1",""
"Lebanon","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.4",""
"Lebanon","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.6",""
"Lebanon","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.8",""
"Lesotho","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.1",""
"Lesotho","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.7",""
"Lesotho","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.8",""
"Lesotho","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.6",""
"Lesotho","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.7",""
"Lesotho","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.0",""
"Lesotho","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","137.4",""
"Lesotho","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.0",""
"Lesotho","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","145.4",""
"Lesotho","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.4",""
"Lesotho","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.8",""
"Lesotho","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","178.7",""
"Lesotho","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.8",""
"Lesotho","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.8",""
"Lesotho","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.7",""
"Liberia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.7",""
"Liberia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.9",""
"Liberia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.9",""
"Liberia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.8",""
"Liberia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.8",""
"Liberia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.8",""
"Liberia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.3",""
"Liberia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.7",""
"Liberia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.5",""
"Liberia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.5",""
"Liberia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.7",""
"Liberia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.6",""
"Liberia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.6",""
"Liberia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.1",""
"Liberia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.7",""
"Libya","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.0",""
"Libya","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.5",""
"Libya","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.0",""
"Libya","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.0",""
"Libya","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.6",""
"Libya","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"Libya","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.6",""
"Libya","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.6",""
"Libya","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.6",""
"Libya","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.9",""
"Libya","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.0",""
"Libya","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.5",""
"Libya","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.0",""
"Libya","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.5",""
"Libya","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.3",""
"Lithuania","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","176.9",""
"Lithuania","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","174.1",""
"Lithuania","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","173.8",""
"Lithuania","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","174.4",""
"Lithuania","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","175.0",""
"Lithuania","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","192.5",""
"Lithuania","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","190.8",""
"Lithuania","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","192.1",""
"Lithuania","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","191.6",""
"Lithuania","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","182.1",""
"Lithuania","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","289.8",""
"Lithuania","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","262.7",""
"Lithuania","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","237.6",""
"Lithuania","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","203.0",""
"Lithuania","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","215.7",""
