"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Poland","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.5",""
"Poland","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.3",""
"Poland","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","163.5",""
"Poland","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","163.0",""
"Poland","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.2",""
"Poland","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","166.8",""
"Poland","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","166.4",""
"Poland","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","230.5",""
"Poland","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","231.6",""
"Poland","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","232.4",""
"Poland","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","227.3",""
"Poland","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","234.3",""
"Portugal","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.3",""
"Portugal","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","133.2",""
"Portugal","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","133.8",""
"Portugal","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.3",""
"Portugal","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.8",""
"Portugal","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.8",""
"Portugal","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.9",""
"Portugal","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.9",""
"Portugal","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.5",""
"Portugal","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","145.7",""
"Portugal","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","192.2",""
"Portugal","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","189.5",""
"Portugal","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","192.7",""
"Portugal","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","199.6",""
"Portugal","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","208.2",""
"Puerto Rico","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.8",""
"Puerto Rico","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.6",""
"Puerto Rico","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.6",""
"Puerto Rico","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.5",""
"Puerto Rico","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.8",""
"Puerto Rico","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.0",""
"Puerto Rico","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.1",""
"Puerto Rico","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.5",""
"Puerto Rico","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.2",""
"Puerto Rico","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.5",""
"Puerto Rico","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.6",""
"Puerto Rico","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.9",""
"Puerto Rico","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.9",""
"Puerto Rico","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.0",""
"Puerto Rico","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.6",""
"Qatar","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","41.0",""
"Qatar","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","53.5",""
"Qatar","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","50.3",""
"Qatar","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","50.3",""
"Qatar","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","59.3",""
"Qatar","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","55.7",""
"Qatar","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","59.6",""
"Qatar","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","58.9",""
"Qatar","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","62.1",""
"Qatar","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","71.4",""
"Qatar","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","78.0",""
"Qatar","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","80.1",""
"Qatar","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","71.7",""
"Qatar","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","77.9",""
"Qatar","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.0",""
"Republic of Moldova","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","162.4",""
"Republic of Moldova","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.5",""
"Republic of Moldova","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","156.2",""
"Republic of Moldova","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.3",""
"Republic of Moldova","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","163.5",""
"Republic of Moldova","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.5",""
"Republic of Moldova","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","169.7",""
"Republic of Moldova","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.2",""
"Republic of Moldova","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","175.0",""
"Republic of Moldova","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","170.0",""
"Republic of Moldova","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","245.0",""
"Republic of Moldova","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","244.8",""
"Republic of Moldova","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","232.6",""
"Republic of Moldova","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","221.4",""
"Republic of Moldova","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","222.2",""
"Reunion","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.8",""
"Reunion","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.6",""
"Reunion","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.1",""
"Reunion","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.0",""
"Reunion","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.4",""
"Reunion","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.3",""
"Reunion","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.3",""
"Reunion","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","150.1",""
"Reunion","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.5",""
"Reunion","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.1",""
"Reunion","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","249.0",""
"Reunion","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","264.3",""
"Reunion","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","250.8",""
"Reunion","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","252.6",""
"Reunion","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","245.9",""
"Romania","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.7",""
"Romania","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","133.7",""
"Romania","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.2",""
"Romania","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.2",""
"Romania","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.9",""
"Romania","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.7",""
"Romania","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.3",""
"Romania","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.6",""
"Romania","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.3",""
"Romania","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.8",""
"Romania","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","181.9",""
"Romania","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","184.1",""
"Romania","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","168.7",""
"Romania","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","150.3",""
"Romania","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.2",""
"Russian Federation","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","196.0",""
"Russian Federation","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","187.7",""
"Russian Federation","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","198.0",""
"Russian Federation","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","213.1",""
"Russian Federation","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","251.9",""
"Russian Federation","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","210.6",""
"Russian Federation","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","217.2",""
"Russian Federation","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","231.0",""
"Russian Federation","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","275.1",""
"Russian Federation","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","278.0",""
"Russian Federation","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","404.2",""
"Russian Federation","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","409.4",""
"Russian Federation","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","402.4",""
"Russian Federation","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","413.3",""
"Russian Federation","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","425.0",""
"Rwanda","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.7",""
"Rwanda","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.9",""
"Rwanda","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.5",""
"Rwanda","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.2",""
"Rwanda","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.4",""
"Rwanda","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.3",""
"Rwanda","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.6",""
"Rwanda","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.5",""
"Rwanda","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.8",""
"Rwanda","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.6",""
"Rwanda","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","184.7",""
"Rwanda","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","212.3",""
"Rwanda","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","209.2",""
"Rwanda","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.9",""
"Rwanda","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.6",""
"Sahrawi","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","82.9",""
"Sahrawi","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.0",""
"Sahrawi","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.4",""
"Sahrawi","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","80.3",""
"Sahrawi","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","74.3",""
"Sahrawi","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","85.2",""
"Sahrawi","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.3",""
"Sahrawi","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.1",""
"Sahrawi","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","83.4",""
"Sahrawi","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","81.8",""
"Sahrawi","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"Sahrawi","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.3",""
"Sahrawi","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.6",""
"Sahrawi","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.9",""
"Sahrawi","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.8",""
"Saint Lucia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.6",""
"Saint Lucia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.1",""
"Saint Lucia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.5",""
"Saint Lucia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.4",""
"Saint Lucia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.6",""
"Saint Lucia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.8",""
"Saint Lucia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.2",""
"Saint Lucia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.8",""
"Saint Lucia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.5",""
"Saint Lucia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.0",""
"Saint Lucia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.8",""
"Saint Lucia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.5",""
"Saint Lucia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.9",""
"Saint Lucia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.7",""
"Saint Lucia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.4",""
"Samoa","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.7",""
"Samoa","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.9",""
"Samoa","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.9",""
"Samoa","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.5",""
"Samoa","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.7",""
"Samoa","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.8",""
"Samoa","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.4",""
"Samoa","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.7",""
"Samoa","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.7",""
"Samoa","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.5",""
"Samoa","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","174.1",""
"Samoa","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","169.3",""
"Samoa","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.6",""
"Samoa","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.2",""
"Samoa","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","222.7",""
"Sao Tome and Principe","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.4",""
"Sao Tome and Principe","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.6",""
"Sao Tome and Principe","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.3",""
"Sao Tome and Principe","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.6",""
"Sao Tome and Principe","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.2",""
"Sao Tome and Principe","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.7",""
"Sao Tome and Principe","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.4",""
"Sao Tome and Principe","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.9",""
"Sao Tome and Principe","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.8",""
"Sao Tome and Principe","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.3",""
"Sao Tome and Principe","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.7",""
"Sao Tome and Principe","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.8",""
"Sao Tome and Principe","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.4",""
"Sao Tome and Principe","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","179.0",""
"Sao Tome and Principe","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","173.5",""
"Saudi Arabia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","92.5",""
"Saudi Arabia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.3",""
"Saudi Arabia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.0",""
"Saudi Arabia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.5",""
"Saudi Arabia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.2",""
"Saudi Arabia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.2",""
"Saudi Arabia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","92.4",""
"Saudi Arabia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.5",""
"Saudi Arabia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.1",""
"Saudi Arabia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.7",""
"Saudi Arabia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.1",""
"Saudi Arabia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.8",""
"Saudi Arabia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.2",""
"Saudi Arabia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.6",""
"Saudi Arabia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","129.3",""
"Senegal","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"Senegal","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.3",""
"Senegal","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.3",""
"Senegal","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.3",""
"Senegal","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.7",""
"Senegal","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.2",""
"Senegal","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.1",""
"Senegal","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.0",""
"Senegal","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.9",""
"Senegal","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.7",""
"Senegal","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.8",""
"Senegal","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.7",""
"Senegal","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","90.5",""
"Senegal","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","87.0",""
"Senegal","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","86.2",""
"Serbia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.6",""
"Serbia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.9",""
"Serbia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.8",""
"Serbia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.0",""
"Serbia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.6",""
"Serbia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.3",""
"Serbia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.4",""
"Serbia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.2",""
"Serbia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.9",""
"Serbia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.3",""
"Serbia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.1",""
"Serbia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.4",""
"Serbia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.3",""
"Serbia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.6",""
"Serbia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.0",""
"Sierra Leone","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.3",""
"Sierra Leone","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.4",""
"Sierra Leone","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.2",""
"Sierra Leone","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.9",""
"Sierra Leone","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.3",""
"Sierra Leone","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.5",""
"Sierra Leone","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.7",""
"Sierra Leone","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.5",""
"Sierra Leone","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.2",""
"Sierra Leone","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.4",""
